"","survey_time","correlation_id","gender","age","race","education","ideology","party.ID","political_interest","false1_acc","false1_bias","false1_trust","false1_favor","true1_acc","true1_bias","true1_trust","true1_favor","true2_acc","true2_bias","true2_trust","true2_favor","false2_acc","false2_bias","false2_trust","false2_favor","true3_acc","true3_bias","true3_trust","true3_favor","Journalists","Fact.checkers","U.S..Government","University.Professors","Social.media","Traditional.media","Scientists","HL1_partisan_left_acc","HL1_partisan_left_bias","HL1_partisan_left_trust","HL1_partisan_left_favor","HL2_partisan_left_acc","HL2_partisan_left_bias","HL2_partisan_left_trust","HL2_partisan_left_favor","HL3_partisan_left_acc","HL3_partisan_left_bias","HL3_partisan_left_trust","HL3_partisan_left_favor","HL4_partisan_left_acc","HL4_partisan_left_bias","HL4_partisan_left_trust","HL4_partisan_left_favor","HL5_partisan_left_acc","HL5_partisan_left_bias","HL5_partisan_left_trust","HL5_partisan_left_favor","HL6_partisan_left_acc","HL6_partisan_left_bias","HL6_partisan_left_trust","HL6_partisan_left_favor","HL1_partisan_right_acc","HL1_partisan_right_bias","HL1_partisan_right_trust","HL1_partisan_right_favor","HL2_partisan_right_acc","HL2_partisan_right_bias","HL2_partisan_right_trust","HL2_partisan_right_favor","HL3_partisan_right_acc","HL3_partisan_right_bias","HL3_partisan_right_trust","HL3_partisan_right_favor","HL4_partisan_right_acc","HL4_partisan_right_bias","HL4_partisan_right_trust","HL4_partisan_right_favor","HL5_partisan_right_acc","HL5_partisan_right_bias","HL5_partisan_right_trust","HL5_partisan_right_favor","HL6_partisan_right_acc","HL6_partisan_right_bias","HL6_partisan_right_trust","HL6_partisan_right_favor","HL1_fake_left_acc","HL1_fake_left_bias","HL1_fake_left_trust","HL1_fake_left_favor","HL2_fake_left_acc","HL2_fake_left_bias","HL2_fake_left_trust","HL2_fake_left_favor","HL3_fake_left_acc","HL3_fake_left_bias","HL3_fake_left_trust","HL3_fake_left_favor","HL4_fake_left_acc","HL4_fake_left_bias","HL4_fake_left_trust","HL4_fake_left_favor","HL5_fake_left_acc","HL5_fake_left_bias","HL5_fake_left_trust","HL5_fake_left_favor","HL6_fake_left_acc","HL6_fake_left_bias","HL6_fake_left_trust","HL6_fake_left_favor","HL1_fake_right_acc","HL1_fake_right_bias","HL1_fake_right_trust","HL1_fake_right_favor","HL2_fake_right_acc","HL2_fake_right_bias","HL2_fake_right_trust","HL2_fake_right_favor","HL3_fake_right_acc","HL3_fake_right_bias","HL3_fake_right_trust","HL3_fake_right_favor","HL4_fake_right_acc","HL4_fake_right_bias","HL4_fake_right_trust","HL4_fake_right_favor","HL5_fake_right_acc","HL5_fake_right_bias","HL5_fake_right_trust","HL5_fake_right_favor","HL6_fake_right_acc","HL6_fake_right_bias","HL6_fake_right_trust","HL6_fake_right_favor","HL1_mainstr_left_acc","HL1_mainstr_left_bias","HL1_mainstr_left_trust","HL1_mainstr_left_favor","HL2_mainstr_left_acc","HL2_mainstr_left_bias","HL2_mainstr_left_trust","HL2_mainstr_left_favor","HL3_mainstr_left_acc","HL3_mainstr_left_bias","HL3_mainstr_left_trust","HL3_mainstr_left_favor","HL4_mainstr_left_acc","HL4_mainstr_left_bias","HL4_mainstr_left_trust","HL4_mainstr_left_favor","HL5_mainstr_left_acc","HL5_mainstr_left_bias","HL5_mainstr_left_trust","HL5_mainstr_left_favor","HL6_mainstr_left_acc","HL6_mainstr_left_bias","HL6_mainstr_left_trust","HL6_mainstr_left_favor","HL1_mainstr_right_acc","HL1_mainstr_right_bias","HL1_mainstr_right_trust","HL1_mainstr_right_favor","HL2_mainstr_right_acc","HL2_mainstr_right_bias","HL2_mainstr_right_trust","HL2_mainstr_right_favor","HL3_mainstr_right_acc","HL3_mainstr_right_bias","HL3_mainstr_right_trust","HL3_mainstr_right_favor","HL4_mainstr_right_acc","HL4_mainstr_right_bias","HL4_mainstr_right_trust","HL4_mainstr_right_favor","HL5_mainstr_right_acc","HL5_mainstr_right_bias","HL5_mainstr_right_trust","HL5_mainstr_right_favor","HL6_mainstr_right_acc","HL6_mainstr_right_bias","HL6_mainstr_right_trust","HL6_mainstr_right_favor","clicked","condition","comment_count","like_count","duration","treatment.exposure.question","NATIONALREPORT.COM","WORLDNEWSDAILYREPORT.COM","APNEWS.COM","USATODAY.COM","FACTCHECK.ORG","WASHINGTONPOST.COM","DIGITAL.COM","COMMONSENSE.ORG","misp","skept","trust","visit_medialit","visit_news","visit_fake","visit_fact","tr_factcheck","tr_medialit","tr_coverage","tr_all","hyperpartisan","mainstream","false","mani_check_pass"
"179","10/19/22 13:42","hQelfvHDvKG_LrDw92531A**",2,5,6,4,3,3,3,2,3,2,3,3,2,3,1,3,1,3,1,2,4,2,2,4,2,3,1,4,4,4,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,";DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;USATODAY.COM=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No",5,0,8,882,1,0,0,1,1,1,1,0,1,2,1.66666666666667,4.14285714285714,1,2,0,2,"1",NA,NA,"3",3.5,2,2,"Pass"
"180","10/19/22 13:42","hQelfvHDvKFflw_IzKV4IA**",1,5,6,4,3,4,4,2,3,2,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,1,3,1,2,1,1,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No",9,0,7,720,1,0,0,0,0,0,0,0,0,2,2,1.85714285714286,0,0,0,0,NA,"2",NA,"6",3,2,3,"Fail"
"181","10/19/22 13:42","hQelfvHDvKFIrwT66SJaqg**",1,2,6,5,3,4,3,2,2,2,2,2,2,2,1,3,1,3,1,2,2,2,2,3,1,3,1,2,4,3,1,1,1,5,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No",7,0,0,546,2,0,0,0,0,0,0,0,0,2,2.33333333333333,2.42857142857143,0,0,0,0,"2",NA,NA,"4",3,3,3,"Pass"
"182","10/19/22 13:42","hQelfvHDvKHjJjKofWpWaA**",1,6,6,5,3,3,5,3,3,1,2,1,2,2,1,1,4,1,4,2,3,1,4,3,1,3,1,5,6,6,6,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No",2,0,0,575,2,0,0,1,0,1,0,0,0,2.5,3.33333333333333,5,0,1,0,1,NA,NA,2,"2",3,2.5,4,"Pass"
"183","10/19/22 13:41","hQelfvHDvKFmQiXwv5TN9w**",2,6,6,4,3,3,3,3,2,3,3,1,1,1,1,2,2,2,2,2,1,3,2,3,1,3,1,4,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";WASHINGTONPOST.COM=>No;APNEWS.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No",10,0,0,523,0,0,0,0,0,0,0,0,0,2.5,3,4.14285714285714,0,0,0,0,"0","0",0,"0",4,2,4,"Pass"
"184","10/19/22 13:40","hQelfvHDvKEoNKImoPxtSA**",1,5,6,3,1,1,4,2,3,2,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,3,4,4,4,4,7,5,3,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes",7,0,1,639,2,0,0,1,1,1,1,0,1,2.5,2.33333333333333,4.42857142857143,1,2,0,2,"2",NA,NA,"4",3,4,2,"Pass"
"185","10/19/22 13:38","hQelfvHDvKGt2M4TaGzsUg**",1,6,6,5,5,5,5,3,3,2,3,3,1,3,2,3,1,3,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;NATIONALREPORT.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;APNEWS.COM=>Yes;NATIONALREPORT.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes",10,0,4,338,0,1,1,1,1,1,1,1,1,2.5,2.33333333333333,1.14285714285714,2,2,2,2,"0","0",0,"0",3.5,3,3.5,"Pass"
"186","10/19/22 13:38","hQelfvHDvKHVzF-hS6z4kg**",1,6,6,5,1,1,5,1,4,1,4,1,4,1,1,3,1,3,1,1,4,1,4,3,1,3,1,6,7,6,7,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";USATODAY.COM=>Yes;NATIONALREPORT.COM=>Yes;COMMONSENSE.ORG=>No;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No",9,0,0,417,1,1,0,1,1,1,1,0,0,1,2.66666666666667,6,0,2,1,2,NA,"2",NA,"6",4,1,4,"Fail"
"187","10/19/22 13:37","hQelfvHDvKHjwCi2IhPL-Q**",1,6,6,4,4,5,4,2,4,1,3,2,3,1,2,2,2,2,3,1,3,1,3,1,3,1,3,2,4,4,2,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,";APNEWS.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>No",6,0,0,429,2,0,0,0,0,0,0,0,0,1.5,3.33333333333333,3.28571428571429,0,0,0,0,"1",NA,NA,"3",4,3,2,"Fail"
"188","10/19/22 13:36","hQelfvHDvKGhvz-ZuSUJPg**",1,3,6,4,5,5,5,4,1,3,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,";WASHINGTONPOST.COM=>;WASHINGTONPOST.COM=>;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>Yes;APNEWS.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;WASHINGTONPOST.COM=>No",8,7,1,479,1,1,0,0,0,0,0,0,0,2.5,3,1.14285714285714,0,0,1,0,NA,"1",NA,"5",2.5,3,4,"Pass"
"189","10/19/22 10:00","80dOAG3kCjxLEKw-qSgX7g**",2,2,6,1,5,4,1,4,1,4,1,2,1,2,1,1,1,2,1,3,1,4,2,2,1,2,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";APNEWS.COM=>Yes;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>No;USATODAY.COM=>Yes;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes",9,0,0,1566,1,0,1,1,1,0,1,1,1,3.5,3.33333333333333,1.28571428571429,2,2,1,1,NA,"2",NA,"6",4,1,4,"Fail"
"190","10/19/22 7:06","hQelfvHDvKHC9JHmBg4Mdg**",1,1,7,2,3,4,2,2,1,3,4,3,3,1,2,1,2,3,3,3,3,1,2,3,1,3,2,2,4,5,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,";USATODAY.COM=>No;APNEWS.COM=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>No",8,0,0,842,1,0,0,0,0,1,0,0,0,2.5,2.66666666666667,2.85714285714286,0,0,0,1,NA,"1",NA,"5",3,2,3.5,"Pass"
"191","10/19/22 5:58","80dOAG3kCjyegLBFUTREnA**",2,3,6,1,3,5,3,4,2,3,1,2,4,1,3,1,4,2,3,4,1,3,2,2,1,3,4,2,4,1,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";NATIONALREPORT.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes",9,0,0,951,1,0,0,1,0,0,1,0,1,4,3.33333333333333,2.71428571428571,1,1,0,1,NA,"2",NA,"6",1.5,1.5,1.5,"Fail"
"192","10/19/22 4:59","80dOAG3kCjywme5SrwoByw**",2,2,6,1,3,4,3,1,2,4,3,3,1,4,2,3,4,1,2,4,2,1,3,4,2,1,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";APNEWS.COM=>No;COMMONSENSE.ORG=>No;APNEWS.COM=>No;APNEWS.COM=>No;APNEWS.COM=>No;USATODAY.COM=>No;WORLDNEWSDAILYREPORT.COM=>;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No",8,0,0,523,2,0,0,0,0,0,0,0,0,2.5,1.66666666666667,1,0,0,0,0,NA,"1",NA,"5",2.5,2,2.5,"Fail"
"193","10/19/22 4:15","hQelfvHDvKEgTg6Ur5aZnQ**",2,1,6,2,5,5,3,4,4,2,3,4,2,3,1,4,3,2,2,4,3,3,3,4,2,4,2,4,5,6,6,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";COMMONSENSE.ORG=>No;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes",1,0,1,823,2,1,0,0,1,1,1,1,1,4,1,5.14285714285714,2,1,1,2,NA,NA,1,"1",4,1.5,2.5,"Fail"
