survey_time,correlation_id,gender,age,race,education,ideology,party ID,political_interest,"To check whether you are reading the questions, click on the second answer from the top.",false1_acc,false1_bias,false1_trust,false1_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,false2_acc,false2_bias,false2_trust,false2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Journalists,Fact-checkers,U.S. Government,University Professors,Social media,Traditional media,Scientists,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_bias,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_bias,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust ,HL6_partisan_right_favor,HL1_fake_left_acc,HL1_fake_left_bias,HL1_fake_left_trust,HL1_fake_left_favor,HL2_fake_left_acc,HL2_fake_left_bias,HL2_fake_left_trust,HL2_fake_left_favor,HL3_fake_left_acc,HL3_fake_left_bias,HL3_fake_left_trust,HL3_fake_left_favor,HL4_fake_left_acc,HL4_fake_left_bias,HL4_fake_left_trust,HL4_fake_left_favor,HL5_fake_left_acc,HL5_fake_left_bias,HL5_fake_left_trust,HL5_fake_left_favor,HL6_fake_left_acc,HL6_fake_left_bias,HL6_fake_left_trust,HL6_fake_left_favor,HL1_fake_right_acc,HL1_fake_right_bias,HL1_fake_right_trust,HL1_fake_right_favor,HL2_fake_right_acc,HL2_fake_right_bias,HL2_fake_right_trust,HL2_fake_right_favor,HL3_fake_right_acc,HL3_fake_right_bias,HL3_fake_right_trust,HL3_fake_right_favor,HL4_fake_right_acc,HL4_fake_right_bias,HL4_fake_right_trust,HL4_fake_right_favor,HL5_fake_right_acc,HL5_fake_right_bias,HL5_fake_right_trust,HL5_fake_right_favor,HL6_fake_right_acc,HL6_fake_right_bias,HL6_fake_right_trust,HL6_fake_right_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,NATIONALREPORT.COM,WORLDNEWSDAILYREPORT.COM,APNEWS.COM,USATODAY.COM,FACTCHECK.ORG,WASHINGTONPOST.COM,DIGITAL.COM,COMMONSENSE.ORG,misp,skept,trust,visit_medialit,visit_news,visit_fake ,visit_fact,tr_factcheck,tr_medialit,tr_coverage ,tr_all 
10/4/22 21:01,hQelfvHDvKHDp5oSmVJxUA**,Male,65+,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Extremely interested,Last year,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;APNEWS.COM=>No,8,0,0,881,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/4/22 20:56,hQelfvHDvKHjCwTmnLGdHQ**,Female,18 to 24,Non-Hispanic White,Some College Complete,Middle of the road,A strong Democrat,Very interested,Last year,3,4,1,2,4,1,2,3,3,2,1,4,1,2,3,4,3,2,4,1,5,4,4,4,1,4,4,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>Yes;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;FACTCHECK.ORG=>No;APNEWS.COM=>Yes;USATODAY.COM=>Yes,7,0,2,391,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,
10/4/22 20:56,hQelfvHDvKGvSVHBTN8m0A**,Female,25 to 34,Non-Hispanic White,Some College Complete,Somewhat liberal,"Independent, lean toward Democrat",Very interested,Last year,1,3,1,3,3,3,2,3,3,2,3,3,1,3,2,4,3,3,3,3,6,3,2,5,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>Yes;APNEWS.COM=>Yes,2,0,1,549,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/4/22 20:50,hQelfvHDvKFx-DNfgz1hpA**,Male,25 to 34,Black or African American,High School Graduate,Middle of the road,Independent (close to neither party),Not at all interested,Last year,3,3,3,3,1,2,2,2,2,2,1,2,2,2,2,3,2,4,2,4,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4,,,,,,,,,,,,,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>No;COMMONSENSE.ORG=>Yes;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>Yes;USATODAY.COM=>Yes;FACTCHECK.ORG=>No;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No,8,0,0,303,1,No,Yes,No,Yes,Yes,Yes,No,Yes,,,,,,,,,,,
10/4/22 20:46,hQelfvHDvKHP_P5E3DRqtA**,Female,65+,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Extremely interested,Last year,2,3,2,2,4,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,1,1,1,1,1,1,5,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>No,10,0,0,350,,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/4/22 20:39,hQelfvHDvKFZ70scjkva4A**,Female,35 to 44,Non-Hispanic White,Some College Complete,Somewhat liberal,"Independent, lean toward Democrat",Not very interested,Last year,2,3,2,4,3,1,3,1,3,1,3,1,3,2,3,2,4,1,3,1,5,4,2,6,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No,9,0,4,484,1,No,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,
10/4/22 20:39,hQelfvHDvKEwcstPvQBTCQ**,Female,35 to 44,Asian or Asian American,High School Graduate,Very conservative,A strong Republican,Very interested,Last year,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,2,3,2,5,4,4,4,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>Yes;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes,8,0,7,351,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/4/22 20:37,hQelfvHDvKFDjObJ9XIoWg**,Female,25 to 34,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Democrat,Not very interested,Last year,4,1,3,1,3,2,3,2,3,1,4,1,4,1,4,2,4,1,4,1,1,7,4,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;NATIONALREPORT.COM=>No;DIGITAL.COM=>Yes;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>No;USATODAY.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,6,0,0,291,1,No,No,Yes,No,No,Yes,Yes,Yes,,,,,,,,,,,
10/4/22 20:28,hQelfvHDvKFZlb9vPhfWhA**,Female,18 to 24,Non-Hispanic White,Some College Complete,Somewhat liberal,Independent (close to neither party),Somewhat interested,Last year,2,3,2,3,2,2,3,2,3,2,3,1,3,1,3,1,3,2,3,2,2,4,2,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;USATODAY.COM=>Yes;APNEWS.COM=>No;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No,9,0,0,367,1,No,Yes,No,Yes,Yes,Yes,No,Yes,,,,,,,,,,,
10/4/22 20:28,hQelfvHDvKFw-Ddr2WvXfw**,Male,35 to 44,Other,College Degree,Middle of the road,Independent (close to neither party),Very interested,Last year,4,1,3,1,2,3,2,3,4,1,3,1,3,3,3,1,2,4,1,4,2,6,1,5,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>Yes;APNEWS.COM=>Yes;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>No,8,0,0,298,1,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,
10/4/22 20:23,hQelfvHDvKEAm1a5XVJLmA**,Female,55 to 64,Black or African American,College Degree,Middle of the road,A strong Republican,Very interested,Last year,1,4,1,1,1,4,1,4,1,4,1,3,1,3,1,4,3,1,2,1,1,1,1,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>No,2,0,0,465,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/4/22 20:22,hQelfvHDvKF8S4AEe7j12A**,Male,65+,Non-Hispanic White,Master's Degree,Very conservative,Independent (close to neither party),Somewhat interested,Last year,4,1,4,4,3,3,3,4,4,1,4,1,2,3,3,4,4,1,3,4,4,4,6,3,3,5,5,,,,,,,,,,,,,,,,,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;WASHINGTONPOST.COM=>No;USATODAY.COM=>Yes,8,0,6,1137,2,No,No,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,
10/4/22 20:18,hQelfvHDvKH_LauiElkDTg**,Male,25 to 34,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Republican,Very interested,Last year,3,1,3,1,3,3,3,3,3,3,3,2,2,4,3,4,2,3,2,3,5,2,3,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>Yes;WASHINGTONPOST.COM=>No,8,0,8,354,1,No,Yes,No,Yes,No,No,Yes,Yes,,,,,,,,,,,
10/4/22 20:06,hQelfvHDvKEOBdgKZwxQ0Q**,Female,45 to 54,Non-Hispanic White,College Degree,Very conservative,A strong Republican,Extremely interested,Last year,3,4,3,4,3,4,3,1,3,3,3,3,3,4,4,1,4,1,4,1,1,6,1,5,4,5,2,,,,,,,,,,,,,,,,,1,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,,,,,,,,,,,,,;WASHINGTONPOST.COM=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>Yes;USATODAY.COM=>No;FACTCHECK.ORG=>Yes,8,0,0,566,1,Yes,No,No,No,Yes,No,No,No,,,,,,,,,,,
10/4/22 20:05,hQelfvHDvKF0OEymOGT7yA**,Male,65+,Non-Hispanic White,College Degree,Very conservative,A strong Republican,Somewhat interested,Last year,3,2,2,2,2,2,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,5,3,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,,,,,,,,,,,,,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No,8,0,0,366,1,No,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,
10/4/22 20:02,hQelfvHDvKG8cGxivw79Fg**,Female,18 to 24,Black or African American,College Degree,Very liberal,A strong Democrat,Extremely interested,Last year,1,4,1,4,4,1,3,1,4,1,4,1,1,4,1,4,4,1,4,1,6,5,5,6,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;DIGITAL.COM=>Yes;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No,3,0,7,497,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/4/22 19:59,hQelfvHDvKGALIVfQy4pWw**,Male,55 to 64,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Somewhat interested,Last year,3,3,4,3,1,2,1,2,1,3,3,2,3,3,2,3,2,3,2,2,2,3,2,4,2,3,4,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,;DIGITAL.COM=>No;APNEWS.COM=>No;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;USATODAY.COM=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;USATODAY.COM=>Yes;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>Yes;COMMONSENSE.ORG=>Yes,2,0,2,630,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/4/22 19:58,hQelfvHDvKEtxuhBL6REuQ**,Male,35 to 44,Other,Some College Complete,Middle of the road,Independent (close to neither party),Not at all interested,Last year,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,;APNEWS.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No,10,0,0,448,,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/4/22 19:55,hQelfvHDvKEmNV7FnMHmIA**,Female,35 to 44,Non-Hispanic White,College Degree,Very conservative,A strong Republican,Not very interested,Last year,1,1,1,1,1,1,1,1,4,1,3,1,1,2,1,3,3,1,3,1,2,1,2,5,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>No,2,0,0,370,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/4/22 19:55,hQelfvHDvKG6WbrHfcfZEg**,Male,65+,Non-Hispanic White,Master's Degree,Somewhat conservative,A strong Republican,Very interested,Last year,3,1,3,1,1,2,1,1,3,1,3,1,1,1,1,1,3,1,3,1,2,4,6,4,1,2,6,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,1,,,,,,,,,,,,,;APNEWS.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No,10,0,0,380,,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/4/22 18:39,hQelfvHDvKFA32tZNh_CEg**,Female,45 to 54,Other,Some College Complete,Somewhat conservative,Independent (close to neither party),Somewhat interested,Last year,3,3,2,2,3,1,3,3,4,3,3,2,2,3,2,2,4,3,1,3,4,4,2,5,3,4,4,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>Yes;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;APNEWS.COM=>No;WASHINGTONPOST.COM=>Yes,9,0,0,735,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/4/22 18:25,hQelfvHDvKECfxnsDLJNIg**,Female,65+,Non-Hispanic White,Some College Complete,Very liberal,A strong Democrat,Extremely interested,Last year,1,3,2,4,2,2,2,2,2,3,2,3,1,4,2,3,3,3,2,3,5,6,7,6,2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No,5,3,6,784,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/4/22 17:29,hQelfvHDvKGlEWc-meLiOQ**,Male,18 to 24,Other,High School Graduate,Middle of the road,Independent (close to neither party),Not very interested,Last year,2,4,2,3,3,2,3,2,3,2,3,2,2,3,1,2,4,1,4,1,4,4,4,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,,,,,,,,,;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No;FACTCHECK.ORG=>No;USATODAY.COM=>Yes,8,0,0,337,1,No,No,No,Yes,No,No,No,Yes,,,,,,,,,,,
